funding_rounds,total_funding,team_size,tech_stack_size,patents,burned_rate,revenue_growth,market_size,competitors,social_media_score,client_retention,pivot_count,regulatory_score,status
2,3916446,86,1,3,0.4640666894045047,0.391500115673601,2.984930980749633,46,69.52584007554336,0.031620038237463954,1,0.030783102237640136,1
4,3476513,133,7,1,0.9430618974069715,0.37507661471575626,6.723618579321943,14,14.214085359791772,0.25850056769959395,4,0.7483963562097431,1
9,2037878,183,2,8,0.3238195749024314,0.2284089022780676,3.2876012755444997,18,63.97752015704224,0.9006660841086284,1,0.7587941427043129,0
2,4502294,130,5,9,0.6611406784286965,0.4228336745493857,2.781121675538034,7,5.468462075336555,0.8236592509839739,0,0.9531110852819304,1
9,2185259,62,7,6,0.6522353531324407,0.05711856929569792,1.8443519058426494,33,40.73822791191404,0.6827272977953116,0,0.054134408402320755,0
5,2575539,149,4,6,0.25108010366516775,0.12767667511445074,4.975164268744336,1,17.740947012118234,0.7007586674397159,1,0.596856860784491,0
2,4833188,79,5,5,0.6504252488238643,0.41398823175112576,2.7594882815718758,26,10.963628253518642,0.7266704692582125,4,0.42784057062705294,1
4,1805215,149,1,2,0.21233397428689127,0.18899701931307655,7.310103491394831,9,56.70327835012275,0.9426027004847469,1,0.330632954859542,1
7,2589569,138,1,5,0.12200741357688905,0.4905907793969211,0.7662240199220272,34,92.83357720056217,0.8321911523075576,4,0.09031856029907304,1
8,3366402,58,15,7,0.7013832855596901,0.2331266407639177,6.640330331113176,22,5.478704792354883,0.6233903870270475,4,0.5626541196713092,1
3,2083851,120,19,7,0.11344081710391674,0.39596781148188204,2.3756001456776987,48,42.15542482180342,0.6657154352571405,2,0.47904072567461364,1
1,4208880,167,10,8,0.9969092185893553,0.20115352069118597,4.8927926105160315,7,70.75354377454437,0.21374026206112196,3,0.10455445815102427,1
4,4837655,133,18,0,0.18345240115022932,0.2124767595312152,2.8608992203126062,27,46.268783168782704,0.6573188251562725,3,0.6124895070970834,0
2,4361946,65,3,0,0.5941418627564575,0.19144157364209174,7.227686760107956,22,80.64959461052452,0.4246790124184585,0,0.7379531202529385,1
8,190093,13,11,2,0.4113745714125894,0.3595378102554059,9.453070402516367,3,17.96453158641317,0.15296187060574373,2,0.7672783010536482,0
4,1656182,181,15,2,0.1263864224056671,0.27375894202999723,9.170767794698133,13,95.95942050277405,0.8064028192465743,3,0.9053731882624274,0
2,4511519,82,11,9,0.027843907577413396,0.47188905568418454,5.834262151440911,41,38.51626277725405,0.5102470998031456,4,0.4094707418887772,0
6,2103679,173,17,7,0.6227322822928333,0.12544515826705238,4.626103032569784,28,34.15696329442751,0.9774250416894216,4,0.953072768622137,1
6,1832465,160,17,9,0.8067575637891261,0.050281366041722175,8.183005094393819,0,87.46057945031659,0.28167935447452497,1,0.8654294050826861,1
4,4330258,164,6,0,0.842015661506744,0.1966307425496076,6.833263626277299,3,56.38670318917666,0.4806701123050767,1,0.29650157102393904,1
6,3273584,188,5,1,0.48271347307693446,0.308356353823388,1.8356411421693286,31,51.644434190282155,0.44799545466886814,4,0.15928303734945848,1
2,4821165,139,8,1,0.7774554671823856,0.4303994684577475,8.209192136130003,32,72.69779195284309,0.12077952243257872,4,0.4353893961280134,0
2,2756807,191,2,2,0.6728471334885447,0.17309844334016383,4.288843893947102,48,57.98342382810904,0.4261152788307795,1,0.4018987079559666,1
4,2959244,149,16,5,0.7242545274991332,0.3268933755622308,1.8898565997117511,25,16.251564475711533,0.2875534564209249,3,0.5757193053312043,1
8,986040,52,12,0,0.4925990052218141,0.17509934051160952,2.8179735039649243,16,67.41976228649297,0.1603204713669344,0,0.583386232327748,1
7,422918,183,6,1,0.6334117402421271,0.30860979149722906,2.6752703024834235,38,13.346887928212848,0.2821555840361393,1,0.7499869843799752,1
9,3038613,117,1,0,0.805525913576057,0.44240397351532545,5.192069746034601,22,80.5857705334062,0.233251691266392,3,0.5098899482056102,1
8,2345909,26,4,4,0.39788417555702305,0.11567882112970451,2.3437009067787553,31,98.97365977122709,0.734073531005878,3,0.10482264094076554,1
5,4162442,196,17,6,0.8059789008675837,0.20212082105351958,1.2356648740157616,14,37.73876249747763,0.030775178259160096,3,0.8582913355531061,1
2,216739,34,13,7,0.5920168427890629,0.49663259821487327,1.2369085061376073,12,44.47558982020126,0.6174627479132213,2,0.30976458318518707,0
5,1386585,52,18,9,0.16590102437078624,0.4342785141247304,5.832761971390966,1,4.643365548281231,0.7606613420236065,2,0.971297460306592,1
8,880316,112,5,0,0.024684157224584613,0.282319928948101,7.347592888493786,18,1.3733188082578285,0.4807234564689732,3,0.11786010867977015,0
9,3634550,82,3,6,0.36275360039915205,0.25831379592713766,3.215330088383408,23,92.14193348763277,0.9315649800079184,4,0.9582511722325032,0
9,3589866,180,11,4,0.5466963282963399,0.1423001911523405,0.3465070981401708,44,12.862406043919206,0.7078806952365353,2,0.09101180688251698,1
1,1466853,157,13,9,0.8398203522034884,0.2586047138467647,1.2722488693701073,23,44.577874755947036,0.7479236513114172,1,0.23103613794705946,0
9,1114929,166,4,0,0.1274856801402462,0.4240907491399736,9.146945603370572,10,81.53546238555614,0.19693348744087025,2,0.04657994208654159,1
7,1666847,42,14,2,0.8002063476835791,0.3425872566388903,4.93543659589453,21,88.93187599283195,0.7772955758390735,4,0.7051131466389949,0
9,2520564,21,11,6,0.863009046067227,0.1450220140889933,4.535728096151748,14,51.93976852834676,0.8320947360831149,0,0.8502987365717918,0
8,2682569,42,10,9,0.1506874870008338,0.10073196052676647,0.38049178310090914,9,56.50325249759498,0.36126638840598957,2,0.4340710818159804,0
1,1580035,141,19,0,0.851594319304219,0.13260426849841456,7.286370223168991,40,66.96839724632724,0.21336306803297123,3,0.9285220750424297,0
8,288456,113,18,6,0.991453567842792,0.08487960069641326,5.280680809320789,26,96.13824701437153,0.3850506792036167,3,0.5902990717555996,1
8,2753093,105,6,4,0.7268388310482375,0.04782034801185797,2.020809360865208,8,60.26699609445051,0.7396079690001371,3,0.6300071354465232,0
3,3403457,192,15,0,0.784769681824988,0.2095680872210275,1.100737601810572,27,55.947525945634624,0.41763900586870273,0,0.8454192017007699,0
1,4185412,17,10,0,0.9944152675588734,0.05664980219913385,3.833878636319985,0,1.4534135265990678,0.7366518752247879,4,0.2968002050518389,0
8,4522808,120,5,0,0.6054812505259454,0.08595627886355217,8.371619641950257,16,8.094970202235608,0.11356454097753765,1,0.3542657213276258,0
3,4867348,137,5,8,0.3078863820162494,0.27366234216974306,8.652945592010244,30,57.71716266239962,0.8060117104884844,4,0.9059519191946444,1
3,816756,169,10,2,0.8375308340760557,0.08229963684978736,6.028463803956364,43,93.62403878072033,0.2532074816423574,0,0.9009634960387638,0
1,151226,129,5,4,0.6144857775116312,0.03193988371545142,7.2753642723014265,9,86.6691348399395,0.2489289877145937,3,0.9764827762008709,1
5,3851198,130,3,9,0.5811954237209566,0.1586944250139426,1.1515578740287036,36,98.25789229922046,0.5903809652038607,4,0.9018383164416711,1
7,3721509,60,6,8,0.25363555551403827,0.11015954931098376,5.881260654678549,28,52.7834037561274,0.07011804574698965,1,0.1273720360333609,1
9,3238145,48,4,5,0.7563342695828866,0.2576525939971884,6.669657034871817,17,78.79309384377669,0.026297726684668565,3,0.8237242861369873,1
7,3997611,29,18,8,0.08166727586009626,0.051183542291604656,2.0071284291379223,46,84.04003314893404,0.26102866529344926,1,0.40983847810959406,0
9,1326476,97,9,7,0.9242870707946612,0.37588539384148906,8.80154732910259,37,64.80316573308617,0.5380675507348227,2,0.9908013559459379,0
8,4284056,10,17,7,0.32582346077048474,0.4531167597175693,1.9499673752101976,38,33.874990421450725,0.9076163862252272,1,0.47228096432880107,1
2,672212,58,13,0,0.12777465278999045,0.3717175869780972,3.134773598464504,48,46.99784346577944,0.8464351763073069,3,0.5538360825022206,1
1,4518441,188,15,8,0.4423665331024188,0.2664135187006971,6.205568470234586,5,85.79170722435677,0.49044645992097546,2,0.5297749152567985,1
7,1600844,21,17,5,0.042469909256533156,0.43033391089444256,6.383500651307308,39,29.854792598216395,0.03705199369349277,3,0.3217370298582778,1
7,1029168,28,13,8,0.6846261942649663,0.34745918989075375,6.9938474098736725,11,92.37431312666486,0.5352527346293091,3,0.07502208889291817,0
8,3543609,34,16,2,0.9027055104453562,0.005275561225094927,1.1201171306820568,13,22.98063414226651,0.7047955999252955,2,0.8956512304019185,0
5,463476,8,4,2,0.8372630071385088,0.19704507638725155,8.494644299285554,43,74.95164151567806,0.33916453252503376,1,0.8026758125262868,1
3,1500283,187,5,5,0.12736947344788108,0.4254759497034,5.328471322832598,9,63.055923434573835,0.1110633032816547,0,0.13952678055966927,1
8,791757,177,5,8,0.12627113710773186,0.17292942898763464,4.713217941050684,19,74.95994411207623,0.2785679532056594,0,0.7767682713500729,0
6,490719,79,9,6,0.8134344823242641,0.01760758676276175,9.810976245135096,14,43.73475724325948,0.7715888644678139,0,0.62584666605061,1
3,1627937,145,17,2,0.9242542746031159,0.37308981927613616,7.403782969410198,30,93.26410625539846,0.35124383228332834,0,0.4091437879176223,0
1,1249947,188,13,2,0.46066982983348914,0.4010191351414343,1.1800602661937487,6,63.24722024114774,0.8119814906857101,4,0.2540211490955627,0
3,3437920,87,2,1,0.49897111691376594,0.08029684752165428,7.5653916722624075,40,28.829580455425628,0.3195214518074758,0,0.8597287835022325,1
5,3396050,88,13,8,0.3182620413857259,0.2686702484215906,0.9524893397286949,9,63.84550706521437,0.16355503841381813,2,0.700188259294053,1
3,2218324,173,19,2,0.894265118256414,0.09597771949786288,0.27470562512984853,9,28.681574720703118,0.43584835951360823,0,0.5477399094691369,1
1,2778932,69,3,4,0.6449029052923559,0.3596172095220734,4.036258952698971,47,29.36323917598742,0.45227451228913895,3,0.6095685338984641,0
5,976031,160,10,8,0.2882515771673685,0.13577522758874283,9.935781728192186,38,39.95985116208679,0.016108218549336972,0,0.09106618208218098,0
7,1370896,172,2,7,0.2987828710542516,0.15810756128166503,1.7488393619486264,27,85.2430417569119,0.11704507270632614,1,0.4739197609111919,1
7,3663706,193,13,1,0.8912000730636024,0.4224854268200507,6.726443435267901,29,50.0297874393992,0.18492601877281745,2,0.193700292785702,0
9,1159622,87,19,2,0.013634023905821469,0.23816117610345217,1.7339606620611936,36,67.89008422302074,0.11358731737867489,2,0.20838367900882537,1
3,4522375,101,17,1,0.3227265727266384,0.3348772256091239,7.24786974958386,2,39.1967740274463,0.3415260754213638,4,0.6613039622868667,1
7,478165,8,14,7,0.554356681216369,0.20118652536123383,5.053536682378262,49,26.360543980688146,0.964622855617018,3,0.9112561518342881,1
1,808662,77,12,5,0.14821746209932463,0.1490034285968777,6.799717100893763,42,95.46401607162313,0.509222538327078,2,0.40375661047834654,0
4,4231479,87,12,5,0.0920987541995898,0.3127390302123307,2.028731759142346,14,60.358124712306264,0.6275560238706465,1,0.20774927301219037,1
4,1112117,43,11,8,0.81527633109056,0.07742878703941064,7.456283325205019,20,93.39513385827183,0.3563864785230282,0,0.6487469372366542,0
5,745188,129,7,7,0.8944043886485072,0.1864999177834315,9.956190596227067,36,20.341300219831503,0.3234877616431461,2,0.8711870463503177,0
7,515008,109,4,3,0.8236064207981895,0.10451851869296114,6.656505006259597,11,14.689416391293275,0.023146771915008357,1,0.7483188011224908,0
7,1731993,179,19,3,0.8987878897373477,0.34789748347037275,4.934799980728776,3,85.58229071239036,0.5003336556760224,0,0.8687572305365872,0
4,3451278,152,1,8,0.5531119710583715,0.4721044191730538,9.231739886192647,46,68.09172126172514,0.4836090067516663,4,0.5365546710107993,1
7,2442035,152,3,0,0.8122581209903419,0.4977554840079332,0.158518422318763,8,18.657849925364133,0.15783072618112304,2,0.7518762443691909,0
3,2868362,17,13,1,0.3840426383911004,0.22513840522079537,7.299235192858211,38,26.935970066353775,0.7643240002067037,2,0.14006455935893647,0
6,3126768,133,15,1,0.6662678614790385,0.12626519481822224,8.887465168138128,41,80.06639415253112,0.49267433031100294,1,0.3482746153631915,1
2,1270365,148,2,5,0.9888355313891645,0.22141468519216206,0.6167458362095746,27,45.386861999593606,0.3389939701615733,3,0.38954916448152244,0
9,779418,21,11,3,0.22572772383912743,0.4236347049813619,4.500641704157582,22,67.05405065060908,0.14690890902292697,4,0.5112957462460346,1
5,4995084,58,4,9,0.3898997462910806,0.10300283927601994,2.047194539499989,44,31.83520221360109,0.5521608269710124,3,0.9290763602568237,0
6,1711754,159,19,2,0.4800473773100856,0.4760478258264619,5.665181655878301,39,38.12299527748767,0.7528170260888097,2,0.8742965602221743,0
4,1214593,110,17,2,0.13801548702005173,0.1709328843990755,6.495429586036606,43,99.07125586231051,0.28199935268497167,3,0.13452549228918453,1
7,1326952,139,3,2,0.08103861046505678,0.49290182972515245,3.02623182928755,21,24.761708717471855,0.21879435157672256,0,0.1727896518824632,0
9,4951188,180,18,5,0.8297228663216244,0.4193044437669811,4.599816696781009,23,50.6456377036514,0.521934964064577,4,0.35764054958891134,1
7,2821864,143,8,7,0.9767943728275862,0.40428526707369516,2.793394852765595,25,84.44023431905322,0.15534330251001693,3,0.2907438658906739,0
1,4047208,135,19,6,0.40472506382965867,0.1589523368866418,3.6939116445511377,29,23.9223213665858,0.6666133865942849,0,0.6147709531562623,0
1,3038496,28,5,3,0.08764983619465327,0.004388605973964732,1.5953995668842358,32,41.521375668433066,0.6053436279442305,1,0.9027760477645449,0
9,3975754,51,7,3,0.06581176069057648,0.1910664544129939,8.855594435856315,15,61.50912873699883,0.08708204959142862,3,0.9622915416725868,0
9,2804999,186,8,9,0.8913182063602987,0.15090468483134684,0.10010410559136429,21,48.118815147510254,0.03652037938137387,4,0.6536029525352265,0
4,3094200,5,5,1,0.46381424972767993,0.018698495204398646,8.824091864437886,48,45.95022665703175,0.6202886525885849,0,0.8381592014010867,1
9,1424070,5,17,0,0.3200273165623919,0.25268262825296484,5.716788783497385,49,36.25097313221236,0.2942937739887408,3,0.5252022002307971,0
3,3290914,94,5,8,0.4764612712393995,0.2015156556413683,3.316578441770175,42,58.66463277749251,0.08644575317339853,1,0.20832694686003972,0
7,2624388,96,4,1,0.31830409469234733,0.31727823387076237,7.230571254603298,17,62.43726979236103,0.7594287049564865,3,0.5246884120934774,0
6,1758987,8,19,7,0.48903577530762,0.3105931610970416,5.077521518626643,6,65.32895409013626,0.3140440030176441,0,0.5550826014376511,1
8,3976274,64,2,8,0.8595563969179368,0.060373317948340055,4.991086581076065,49,7.036810790602932,0.4595995496382236,3,0.7424575642135566,1
9,2937981,138,11,3,0.5923013710620957,0.4884827730633113,1.1014228291896644,25,63.103417571204886,0.23681292745376925,4,0.2198829897073491,1
5,1761793,38,13,7,0.6946537728101754,0.09346571472072346,3.895160259454087,7,95.32371787812328,0.6273170783579646,2,0.3683103820867317,1
1,716036,111,15,8,0.3646706762343366,0.22263701238235228,2.4106434585673666,5,54.09862355280837,0.30148841535435944,0,0.3640274692145663,0
3,3491418,112,12,9,0.7385058785105187,0.24405877171686746,0.15695905596279647,29,71.52670825092443,0.9680209612276284,0,0.9594395957411649,0
8,528988,81,11,9,0.6666170848793723,0.40653139860706006,3.6009963078211324,38,55.67323077592178,0.7029475486169066,0,0.44394496032671893,1
6,4184752,136,7,4,0.11956199775205645,0.04961479804732338,0.8982212942560475,22,85.47406185919787,0.1367222763734658,0,0.7550939672981465,1
8,4474857,104,5,6,0.5726428531155846,0.21432213960426588,2.568300377251852,31,92.95830945975689,0.41669483967346677,3,0.750811381374439,0
9,4855000,153,17,9,0.256743496309758,0.31425108511810196,0.9251662118309445,21,18.421989929635927,0.3854210997298786,4,0.2655441848032414,0
4,3077590,73,9,3,0.8040956696335928,0.10757781081202777,1.0094162555639885,41,43.68600365571266,0.5342471107203831,1,0.5718696893717321,1
1,3397291,194,14,0,0.42593770846693946,0.3137339493830364,1.9901129441518828,42,39.23821009327213,0.8419306744792533,4,0.8943028933186481,1
1,3902429,178,12,2,0.9946841651964872,0.46183241877482634,9.998492444864002,44,40.521512329927866,0.5834220151830017,0,0.47519771945694944,0
4,4994287,195,6,4,0.09250043793896379,0.4987590655863375,0.02184142857248772,8,12.55241812278759,0.06155667759999928,3,0.9451175073425461,1
7,2590706,49,17,2,0.7803478627401585,0.016225538395337857,6.386726361204053,30,81.36157259807193,0.655415696802855,3,0.2144582293241616,0
2,1291902,36,19,6,0.6737017335421565,0.11779411412233876,1.4124369802655734,6,3.576624301493525,0.008265297945858396,0,0.07415910577403073,0
3,2592118,126,19,8,0.7674988305907054,0.15515355789584873,9.206281367107758,8,52.82266077271569,0.779960460540393,3,0.8914538731447493,0
1,3837973,68,16,5,0.30752979549045634,0.19956305022248305,0.9363289333362923,12,66.18783880446912,0.666636072411242,0,0.8476811979622166,0
5,2302575,78,12,9,0.4920544893824006,0.1211285787923837,9.550631871262365,2,20.746943805887717,0.308785658352586,4,0.9925898759338447,0
1,564071,105,12,0,0.7965085197237084,0.10174399727765626,6.109263874834779,34,90.58501920987956,0.29244180458951574,2,0.6793934881124261,1
8,4481137,169,6,6,0.232541331620855,0.47727692120875,0.01268076915490246,32,83.8549207024793,0.7982729965463056,3,0.9366879266671495,0
1,875435,122,4,2,0.22603319678865208,0.45926080138525893,8.94007197916806,20,47.10837294839253,0.7833366919246205,0,0.8269490250841108,1
1,2274606,119,6,4,0.5510509532949324,0.023496250501558735,5.217118013669183,30,41.11489323401387,0.35230235437675994,0,0.8444263331200869,0
2,3598472,190,11,9,0.5235635795298558,0.16940651080242408,2.6266973533048454,33,23.656792521110003,0.2989477280797803,3,0.5691415704542683,0
2,3106316,114,1,3,0.28226247041293284,0.20257427683920332,7.672791775156301,31,72.99932246449636,0.55982478888279,1,0.38236459791671085,1
6,1664718,10,15,9,0.29807565052482277,0.11950726733297168,9.2666555388687,34,13.174379963196415,0.00836565998414418,0,0.9345580725432818,1
7,2234793,149,11,4,0.2778451632065655,0.31443644849408775,4.836908231467939,14,68.02377538437831,0.08266703798654229,3,0.43211717561589447,1
5,1702575,164,19,4,0.7715120619984877,0.3201903733221205,3.155534744431109,31,84.24569861184136,0.12616959014873674,0,0.5388193672496691,1
1,3913270,140,18,5,0.6519008655624606,0.42525211416429853,7.889451239349268,5,22.84715759170237,0.1854118178271742,1,0.44611430712518774,0
1,4906425,91,17,9,0.8324171834102527,0.3704346341926089,6.817854977884546,44,86.64274028987562,0.5120181266754691,2,0.5648183139601971,0
3,2478837,2,19,9,0.9754730283140218,0.2712866634829778,8.887524837502724,20,3.3323199439508455,0.992241914861122,1,0.4705050789923272,1
2,1624102,118,14,5,0.4741642962719864,0.32679338502220995,6.92514012761193,32,91.27873853865253,0.6526134017473535,4,0.04796755857947588,1
5,3290541,13,18,7,0.06669388140544885,0.13699439077150904,2.435283388995363,31,11.836222785129802,0.06129879444922359,3,0.8820481860076986,1
6,764180,181,19,7,0.04809231041203543,0.2965280949836788,9.31659249759019,18,64.57591779380326,0.5255793740622418,1,0.4443938189157698,1
7,2483366,160,15,8,0.29566503927161913,0.24461362737495962,1.0483574720599131,32,25.00824689139418,0.49664521238950443,2,0.5889436485073487,1
4,2135848,95,15,7,0.9325445893524509,0.0666722336581852,2.6794275010684787,27,83.65523911696138,0.1441678158180495,0,0.13918780275798703,0
7,2539855,144,4,1,0.5232130549708749,0.12127213829148537,5.201946077238856,30,51.23003609154665,0.9202723688024077,3,0.003387847982639136,1
8,304615,32,7,9,0.27178651608012916,0.14584672536079302,5.657420260709014,20,13.524119124650136,0.44076524767536895,1,0.24529009364364296,1
1,1625233,32,13,0,0.39916679451101955,0.462154783526279,0.1531058662690543,33,57.099157132597846,0.9945591406097397,2,0.7045860321333502,1
6,3996022,124,3,9,0.5985951074046708,0.11519331969294472,7.8057272582094,14,40.78826101969831,0.4200722952521643,1,0.0991945301128786,0
8,1903740,11,16,1,0.6529496581378422,0.14462195140983408,3.616073184253895,13,66.14478166131012,0.6079577026836093,4,0.9088874403864678,0
5,4068222,10,9,1,0.15391950978290503,0.18467706504471615,4.064185410021378,18,88.19032847634595,0.10476253645144007,3,0.21502256935618458,0
4,3168893,15,8,2,0.977031676545176,0.3318713693126935,8.093695444369457,42,40.938913118341844,0.4542278238068692,0,0.2045936142917758,0
2,938003,17,13,9,0.5447722269827888,0.05911919623607026,3.7928339172754457,14,28.988067953385965,0.2387658940039733,2,0.18150796162149552,1
6,3533382,168,17,6,0.1356883177922793,0.47697260624688803,0.4722487649475482,5,1.4515094527608796,0.835564798571235,1,0.013981712971364746,0
6,381570,146,17,1,0.8936352533461337,0.43278561004738225,1.764397704703503,8,57.483903785987486,0.7839195848675399,3,0.7718054684782346,0
1,3282993,183,17,0,0.0746384310794288,0.2886080365044751,9.559031723881823,36,40.227476743143356,0.8241799996253585,1,0.8750345312452585,0
9,4181082,153,1,5,0.9077354331775127,0.3370189337124784,0.7040536240251416,19,37.464921901482874,0.7236094377579514,3,0.6141627026161989,1
6,3495049,59,8,8,0.9965656562889824,0.008330235622107995,3.549312009680162,33,18.29353212842125,0.8326832236200512,4,0.1881999816798623,1
3,166150,78,19,2,0.7004317991565039,0.16947238767422435,5.031791670513446,37,43.00553451912743,0.20082875017492086,1,0.28527799694087974,0
4,2534206,124,6,5,0.7704472210739898,0.397830115330721,4.9328082733856,25,98.44419535833683,0.45204377657980166,4,0.4759266973649633,0
4,659723,114,3,2,0.3373028364674864,0.038741486896192945,0.039599430121427526,17,29.775415367224433,0.6918468799459682,2,0.9543459516233008,0
3,2647500,22,5,0,0.9415768527339338,0.1411569171053601,5.011627314574904,27,59.97044134081002,0.6373924979351349,4,0.2473513718177428,1
3,3455745,158,13,4,0.5297139661083676,0.29264841416715565,3.8377245797740924,8,77.64868813156667,0.716354482874087,3,0.731645903919888,0
3,1099554,172,15,9,0.7323884465975549,0.1282065138494709,9.720793354745572,31,74.91578231765317,0.2242583831512317,2,0.4394482232929203,1
4,4293060,32,14,3,0.9241077159112795,0.4669889870722596,1.5915908399382983,5,32.877428749259074,0.09843470904498974,1,0.2978473483600218,0
7,4258634,179,16,6,0.9751799759755083,0.06552931540214518,3.54154196759495,13,61.08600835168504,0.9168065780747764,1,0.45591593702211375,0
4,234055,174,18,5,0.8332043565966744,0.3986971789538893,4.194814850898197,27,87.12646852701572,0.5601718955673585,3,0.07120671754123253,1
9,776022,113,11,9,0.30301750698203,0.2539743459532041,3.906935371009488,23,1.5447427733077945,0.15382592450741095,0,0.7986873709303625,0
1,909942,120,3,6,0.9665475165520824,0.375165387909978,6.658308276518625,12,43.57343568433076,0.7934365818873615,0,0.24330192798296713,1
8,3979275,149,10,4,0.6281195312435718,0.15535766415572372,2.155128575477688,42,22.427341824190528,0.9149299366292826,1,0.7254121231929704,0
7,796358,122,10,3,0.9306424763519598,0.2572448011560194,2.210715528139918,11,38.8632290398839,0.16956351857110907,3,0.06834837144819472,1
